FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
2807,Ikan dan Kerang,Crustaceans udang spesies campuran imitasi terbuat dari surimi,"74,91","101,00","12,39","1,47","2,11","9,13",,,"19,00","0,60","43,00","282,00","89,00","705,00","0,33","0,03","0,01","22,90",,"0,02","0,03","0,17","0,07","0,03","2,00",,"1,60","66,00","20,00","20,00",,,,,,,,,,"0,29","0,22","0,75","36,00",USDA
2808,Ikan dan Kerang,Crustaceans udang spesies campuran kalengan,"75,85","100,00","20,42","1,36","2,54",,,,"145,00","2,13","33,00","195,00","80,00","870,00","1,96","0,26","0,40","47,50","4,10","0,01","0,02","0,56","0,14","0,01","9,00","81,00","0,74",,,,,,,,,"1,10",,,,"0,19","0,11","0,68","252,00",USDA
2809,Ikan dan Kerang,Fish haddock diasap,"71,48","116,00","25,23","0,96","1,62",,,,"49,00","1,40","54,00","251,00","415,00","763,00","0,50","0,04","0,03","42,90",,"0,05","0,05","5,07","0,17","0,40","15,00","92,00","1,60","80,00","24,00","24,00",,,,,,"0,55","0,80","34,00","0,10","0,17","0,16","0,32","77,00",USDA
2810,Ikan dan Kerang,Ikan bandeng dimasak panas kering,"62,63","190,00","26,32","8,63","1,46",,,,"65,00","0,41","38,00","208,00","374,00","92,00","1,05","0,04","0,03","16,20",,"0,02","0,07","8,26","0,87","0,49","18,00",,"3,27","109,00","33,00","33,00",,,,,,,,,,,,,"67,00",USDA
2811,Ikan dan Kerang,Ikan bass air tawar spesies campuran dimasak panas kering,"68,79","146,00","24,18","4,73","1,95",,,,"103,00","1,91","38,00","256,00","456,00","90,00","0,83","0,12","1,14","16,20","2,10","0,09","0,09","1,52","0,87","0,14","17,00",,"2,31","115,00","35,00","35,00",,,,,,,,,,"1,00","1,84","1,36","87,00",USDA
2812,Ikan dan Kerang,Ikan bass belang dimasak panas kering,"73,36","124,00","22,73","2,99","1,33",,,,"19,00","1,08","51,00","254,00","328,00","88,00","0,51","0,04","0,02","46,80",,"0,12","0,04","2,56","0,87","0,35","10,00",,"4,41","104,00","31,00","31,00",,,,,,,,,,"0,65","0,85","1,01","103,00",USDA
2813,Ikan dan Kerang,Ikan belanak belang dimasak panas kering,"70,52","150,00","24,81","4,86","1,34",,,,"31,00","1,41","33,00","244,00","458,00","71,00","0,88","0,14","0,02","46,80","1,20","0,10","0,10","6,30","0,88","0,49","10,00",,"0,25","141,00","42,00","42,00",,,,,,,,,,"1,43","1,38","0,92","63,00",USDA
2814,Ikan dan Kerang,Ikan belut spesies campuran dimasak panas kering,"59,31","236,00","23,65","14,95","1,80",,,,"26,00","0,64","26,00","277,00","349,00","65,00","2,08","0,03","0,04","8,30","1,80","0,18","0,05","4,49","0,28","0,08","17,00",,"2,89","3.787,00","1.137,00","1.137,00",,,,,,,,,,"3,02","9,22","1,21","161,00",USDA
2815,Ikan dan Kerang,Ikan bluefish dimasak panas kering,"62,64","159,00","25,69","5,44","1,33",,,,"9,00","0,62","42,00","291,00","477,00","77,00","1,04","0,07","0,03","46,80",,"0,07","0,10","7,25","0,96","0,46","2,00",,"6,22","459,00","138,00","138,00",,,,,,,,,,"1,17","2,30","1,36","76,00",USDA
2816,Ikan dan Kerang,Ikan burbot dimasak panas kering,"73,41","115,00","24,76","1,04","1,49",,,,"64,00","1,15","41,00","256,00","518,00","124,00","0,97","0,26","0,90","16,20",,"0,43","0,17","1,97","0,17","0,35","1,00",,"0,92","17,00","5,00","5,00",,,,,,,,,,"0,21","0,17","0,38","77,00",USDA
2817,Ikan dan Kerang,Ikan cemberut lautan dimasak panas kering,"76,10","102,00","21,33","1,17","1,45",,,,"13,00","0,36","17,00","256,00","513,00","78,00","1,32","0,04","0,02","46,80",,"0,09","0,07","2,56","0,17","0,28","8,00",,"1,04","46,00","14,00","14,00",,,,,,,,,,"0,41","0,42","0,04","67,00",USDA
2818,Ikan dan Kerang,Ikan cisco diasap,"69,80","177,00","16,36","11,90","2,00",,,,"26,00","0,49","17,00","150,00","293,00","481,00","0,30","0,22","0,02","18,10",,"0,05","0,16","2,31","0,31","0,27","2,00","95,00","4,26","943,00","283,00","283,00",,,,,,"0,22","13,30","530,00","0,10","1,74","5,48","2,27","32,00",USDA
2819,Ikan dan Kerang,Ikan cod Pasifik dimasak (sebelumnya tidak beku),"78,37","84,00","20,42","0,25","1,33",,,,"17,00","0,16","35,00","205,00","372,00","134,00","0,43","0,02","0,01",,,,,,,,,,,,,,,,,,,,,,,"0,05","0,06","0,11","61,00",USDA
2820,Ikan dan Kerang,Ikan cod Pasifik dimasak panas kering (mungkin sebelumnya beku),"80,31","85,00","18,73","0,50","1,80",,,,"10,00","0,20","24,00","345,00","289,00","372,00","0,39","0,02","0,02","28,00",,"0,04","0,06","1,34","0,36","0,14","8,00","80,00","2,31","7,00","2,00","2,00",,,,,,"0,67","0,60","24,00",,"0,11","0,09","0,20","57,00",USDA
2821,Ikan dan Kerang,Ikan cusk dimasak panas kering,"69,68","112,00","24,35","0,88","1,60",,,,"13,00","1,06","40,00","262,00","503,00","40,00","0,49","0,02","0,02","46,80",,"0,05","0,16","3,27","0,32","0,45","2,00",,"1,20","69,00","21,00","21,00",,,,,,,,,,,,,"53,00",USDA
2822,Ikan dan Kerang,Ikan drum air tawar dimasak panas kering,"70,94","153,00","22,49","6,32","1,38",,,,"77,00","1,15","38,00","231,00","353,00","96,00","0,85","0,30","0,90","16,20","1,00","0,08","0,21","2,86","0,87","0,35","17,00",,"2,31","196,00","59,00","59,00",,,,,,,,,,"1,43","2,81","1,48","82,00",USDA
2823,Ikan dan Kerang,Ikan ekor kuning spesies campuran dimasak panas kering,"67,33","187,00","29,67","6,72","1,40",,,,"29,00","0,63","38,00","201,00","538,00","50,00","0,67","0,06","0,02","46,80","2,90","0,18","0,05","8,72","0,68","0,19","4,00",,"1,25","104,00","31,00","31,00",,,,,,,,,,,,,"71,00",USDA
2824,Ikan dan Kerang,Ikan gefiltefish komersial resep manis,"80,35","84,00","9,07","1,73","1,44","7,41",,,"23,00","2,48","9,00","73,00","91,00","524,00","0,82","0,20","0,07","10,50","0,80","0,07","0,06","1,00","0,20","0,08","3,00",,"0,84","89,00","27,00","27,00",,,,,,,,,,"0,41","0,82","0,29","30,00",USDA
2825,Ikan dan Kerang,Ikan haddock dimasak panas kering,"79,65","90,00","19,99","0,55","1,56",,,,"14,00","0,21","26,00","278,00","351,00","261,00","0,40","0,03","0,01","31,70",,"0,02","0,07","4,12","0,49","0,33","13,00","80,00","2,13","62,00","21,00","21,00",,,,,,"0,55","0,60","23,00","0,10","0,11","0,07","0,20","66,00",USDA
2826,Ikan dan Kerang,Ikan halibut Atlantik dan Pasifik dimasak panas kering,"76,12","111,00","22,54","1,61","1,57",,,,"9,00","0,20","28,00","287,00","528,00","82,00","0,43","0,03","0,01","55,40",,"0,06","0,04","7,91","0,42","0,63","14,00","75,00","1,27","73,00","24,00","24,00",,,,,,"0,74","5,80","231,00",,"0,35","0,57","0,35","60,00",USDA
2827,Ikan dan Kerang,Ikan halibut greenland dimasak panas kering,"61,88","239,00","18,42","17,74","1,28",,,,"4,00","0,85","33,00","210,00","344,00","103,00","0,51","0,04","0,02","46,80",,"0,07","0,10","1,92","0,29","0,49","1,00",,"0,96","60,00","18,00","18,00",,,,,,,,,,"3,10","10,74","1,75","59,00",USDA
2828,Ikan dan Kerang,Ikan herring Atlantik acar,"55,22","262,00","14,19","18,00","2,95","9,64",,"7,71","77,00","1,22","8,00","89,00","69,00","870,00","0,53","0,11","0,04","58,50",,"0,04","0,14","3,30","0,08","0,17","2,00","104,00","4,27","860,00","258,00","258,00",,,,,,"1,71","2,80","113,00","0,20","2,38","11,95","1,68","13,00",USDA
2829,Ikan dan Kerang,Ikan herring Atlantik dimasak panas kering,"64,16","203,00","23,03","11,59","1,87",,,,"74,00","1,41","41,00","303,00","419,00","115,00","1,27","0,12","0,04","46,80","0,70","0,11","0,30","4,12","0,74","0,35","12,00","83,00","13,14","120,00","36,00","36,00",,,,,,"1,37","5,40","214,00","0,10","2,62","4,79","2,74","77,00",USDA
2830,Ikan dan Kerang,Ikan herring Pasifik dimasak panas kering,"63,49","250,00","21,01","17,79","3,04",,,,"106,00","1,44","41,00","292,00","542,00","95,00","0,68","0,10","0,06","46,80",,"0,07","0,26","2,82","1,15","0,52","6,00",,"9,62","116,00","35,00","35,00",,,,,,,,,,"4,17","8,81","3,11","99,00",USDA
2831,Ikan dan Kerang,Ikan hinggap spesies campuran dimasak panas kering,"73,25","117,00","24,86","1,18","1,59",,,,"102,00","1,16","38,00","257,00","344,00","79,00","1,43","0,19","0,90","16,10","1,70","0,08","0,12","1,90","0,87","0,14","6,00",,"2,20","32,00","10,00","10,00",,,,,,,,,,"0,24","0,20","0,47","115,00",USDA
2832,Ikan dan Kerang,Ikan hiu spesies campuran dimasak dicelupkan ke adonan dan digoreng,"60,09","228,00","18,62","13,82","1,25","6,39",,,"50,00","1,11","43,00","194,00","155,00","122,00","0,48","0,04","0,05","34,00",,"0,07","0,10","2,78","0,62","0,30","15,00",,"1,21","180,00","54,00","54,00",,,,,,,,,,"3,21","5,94","3,70","59,00",USDA
2833,Ikan dan Kerang,Ikan ikan bass spesies campuran dimasak panas kering,"72,14","124,00","23,63","2,56","1,40",,,,"13,00","0,37","53,00","248,00","328,00","87,00","0,52","0,02","0,02","46,80",,"0,13","0,15","1,90","0,87","0,46","6,00",,"0,30","213,00","64,00","64,00",,,,,,,,,,"0,66","0,54","0,95","53,00",USDA
2834,Ikan dan Kerang,Ikan ikan cod Atlantik dimasak panas kering,"75,92","105,00","22,83","0,86","1,49",,,,"14,00","0,49","42,00","138,00","244,00","78,00","0,58","0,04","0,02","37,60","1,00","0,09","0,08","2,51","0,18","0,28","8,00","84,00","1,05","47,00","14,00","14,00",,,,,,"0,81","1,20","46,00","0,10","0,17","0,12","0,29","55,00",USDA
2835,Ikan dan Kerang,Ikan ikan cod Atlantik kalengan padatan dan cairan,"75,61","105,00","22,76","0,86","1,49",,,,"21,00","0,49","41,00","260,00","528,00","218,00","0,58","0,04","0,02","38,10","1,00","0,09","0,08","2,51","0,17","0,28","8,00","85,00","1,05","47,00","14,00","14,00",,,,,,"0,82","1,20","47,00","0,10","0,17","0,12","0,29","55,00",USDA
2836,Ikan dan Kerang,Ikan ikan cod Atlantik kering dan asin,"16,14","290,00","62,82","2,37","18,67",,,,"160,00","2,50","133,00","950,00","1.458,00","7.027,00","1,59","0,18","0,05","147,80","3,50","0,27","0,24","7,50","1,68","0,86","25,00","291,00","10,00","140,00","42,00","42,00",,,,,,"2,84","4,00","161,00","0,40","0,46","0,34","0,80","152,00",USDA
2837,Ikan dan Kerang,Ikan ikan haring Atlantik kipper,"59,70","217,00","24,58","12,37","1,94",,,,"84,00","1,51","46,00","325,00","447,00","918,00","1,36","0,14","0,05","52,60","1,00","0,13","0,32","4,40","0,88","0,41","14,00","95,00","18,70","135,00","40,00","40,00",,,,,,"1,54","2,20","86,00","0,10","2,79","5,11","2,92","82,00",USDA
2838,Ikan dan Kerang,Ikan ikan lele saluran tambak dimasak panas kering,"74,65","144,00","18,44","7,19","1,28",,,,"9,00","0,28","23,00","247,00","366,00","119,00","0,58","0,04","0,02","9,90",,"0,02","0,10","2,55","0,81","0,18","12,00","79,00","2,78","2,00","1,00","1,00",,,,,,"0,97","0,30","10,00","2,50","1,59","3,12","1,35","66,00",USDA
2839,Ikan dan Kerang,Ikan ikan mas dimasak panas kering,"69,63","162,00","22,86","7,17","1,87",,,,"52,00","1,59","38,00","531,00","427,00","63,00","1,90","0,07","0,05","16,20","1,60","0,14","0,07","2,10","0,87","0,22","17,00",,"1,47","32,00","10,00","10,00",,,,,,,,,,"1,39","2,99","1,84","84,00",USDA
2840,Ikan dan Kerang,Ikan ikan mentega dimasak panas kering,"66,83","187,00","22,15","10,28","1,54",,,,"28,00","0,64","32,00","308,00","481,00","114,00","0,99","0,07","0,02","46,80",,"0,15","0,19","5,77","0,87","0,35","17,00",,"1,83","109,00","33,00","33,00",,,,,,,,,,,,,"83,00",USDA
2841,Ikan dan Kerang,Ikan ikan pedang dimasak panas kering,"68,26","172,00","23,45","7,93","1,71",,,,"6,00","0,45","35,00","304,00","499,00","97,00","0,78","0,05","0,01","68,50",,"0,09","0,06","9,25","0,42","0,62","2,00","78,00","1,62","129,00","43,00","43,00",,,,,,"2,41","16,60","666,00","0,10","1,91","3,54","1,37","78,00",USDA
2842,Ikan dan Kerang,Ikan ikan putih spesies campuran diasapi,"70,83","108,00","23,40","0,93","5,06",,,,"18,00","0,50","23,00","132,00","423,00","1.019,00","0,49","0,32","0,03","13,50",,"0,03","0,10","2,40","0,10","0,39","7,00","95,00","3,26","190,00","57,00","57,00",,,,,,"0,21","12,80","512,00","0,10","0,23","0,28","0,29","33,00",USDA
2843,Ikan dan Kerang,Ikan ikan putih spesies campuran dimasak panas kering,"65,09","172,00","24,47","7,51","1,44",,,,"33,00","0,47","42,00","346,00","406,00","65,00","1,27","0,09","0,09","16,20",,"0,17","0,15","3,85","0,87","0,35","17,00",,"0,96","131,00","39,00","39,00",,,,,,,,,,"1,16","2,56","2,76","77,00",USDA
2844,Ikan dan Kerang,Ikan ikan sarden Pasifik kalengan dalam saus tomat padatan yang dikeringkan dengan tulang,"66,86","185,00","20,86","10,45","1,88","0,54","0,10","0,43","240,00","2,30","34,00","366,00","341,00","414,00","1,40","0,27","0,21","40,60","1,00","0,04","0,23","4,20","0,73","0,12","24,00","76,00","9,00","151,00","34,00","32,00",,"26,00",,"1.398,00","2,00","1,38","4,80","193,00","0,40","2,68","4,82","2,11","61,00",USDA
2845,Ikan dan Kerang,Ikan ikan teri Eropa kalengan dalam minyak padatan yang dikeringkan,"50,30","210,00","28,89","9,71","11,10",,,,"232,00","4,63","69,00","252,00","544,00","3.668,00","2,44","0,34","0,10","68,10",,"0,08","0,36","19,90","0,91","0,20","13,00","85,00","0,88","40,00","12,00","12,00",,,,,,"3,33","1,70","69,00","12,10","2,20","3,77","2,56","85,00",USDA
2846,Ikan dan Kerang,Ikan kakap spesies campuran dimasak panas kering,"70,35","128,00","26,30","1,72","1,41",,,,"40,00","0,24","37,00","201,00","522,00","57,00","0,44","0,05","0,02","49,00","1,60","0,05","0,00","0,35","0,87","0,46","6,00",,"3,50","115,00","35,00","35,00",,,,,,,,,,"0,37","0,32","0,59","47,00",USDA
2847,Ikan dan Kerang,Ikan kapur sirih spesies campuran dimasak panas kering,"74,71","116,00","23,48","1,69","1,46",,,,"62,00","0,42","27,00","285,00","434,00","132,00","0,53","0,04","0,13","41,10",,"0,07","0,06","1,67","0,25","0,18","15,00","83,00","2,60","128,00","38,00","38,00",,,,,,"0,38","1,80","73,00","0,10","0,40","0,45","0,59","84,00",USDA
2848,Ikan dan Kerang,Ikan kasar oranye dimasak panas kering,"66,97","105,00","22,64","0,90","0,99",,,,"11,00","1,13","18,00","102,00","181,00","69,00","0,32","0,08","0,04","88,30",,"0,05","0,06","1,82","0,06","0,07","5,00",,"0,47","80,00","24,00","24,00",,,,,,"1,87",,,"1,10","0,03","0,44","0,18","80,00",USDA
2849,Ikan dan Kerang,Ikan kaviar hitam dan merah granular,"47,50","264,00","24,60","17,90","6,50","4,00",,,"275,00","11,88","300,00","356,00","181,00","1.500,00","0,95","0,11","0,05","65,50",,"0,19","0,62","0,12","3,50","0,32","50,00","491,00","20,00","905,00","271,00","271,00",,,,,"648,00","1,89","2,90","117,00","0,60","4,06","4,63","7,41","588,00",USDA
2850,Ikan dan Kerang,Ikan kepala biribiri dimasak panas kering,"69,04","126,00","26,02","1,63","1,44",,,,"37,00","0,67","35,00","350,00","512,00","73,00","0,63","0,12","0,02","51,30",,"0,01","0,05","1,80","0,87","0,35","17,00",,"2,30","115,00","35,00","35,00",,,,,,,,,,"0,36","0,35","0,38","64,00",USDA
2851,Ikan dan Kerang,Ikan kerapu spesies campuran dimasak panas kering,"73,36","118,00","24,84","1,30","1,41",,,,"21,00","1,14","37,00","143,00","475,00","53,00","0,51","0,05","0,01","46,80",,"0,08","0,01","0,38","0,87","0,35","10,00",,"0,69","165,00","50,00","50,00",,,,,,,,,,"0,30","0,27","0,40","47,00",USDA
2852,Ikan dan Kerang,Ikan laut bertengger Atlantik dimasak panas kering,"74,24","96,00","18,51","1,87","1,60",,,,"34,00","0,27","27,00","300,00","226,00","347,00","0,35","0,03","0,01","34,60",,"0,05","0,06","1,22","0,33","0,08","10,00","79,00","1,72","44,00","15,00","15,00",,,,,,"0,91","1,40","58,00","0,10","0,33","0,58","0,37","63,00",USDA
2853,Ikan dan Kerang,Ikan lele saluran dimasak dilapisi tepung roti dan digoreng,"58,81","229,00","18,09","13,33","1,26","8,04","0,70",,"44,00","1,43","27,00","216,00","340,00","280,00","0,86","0,10","0,04","13,90",,"0,07","0,13","2,28","0,73","0,19","30,00",,"1,90","28,00","8,00",,,,,,,,,,,"3,29","5,61","3,33","71,00",USDA
2854,Ikan dan Kerang,Ikan lele saluran liar dimasak panas kering,"77,67","105,00","18,47","2,85","1,15",,,,"11,00","0,35","28,00","304,00","419,00","50,00","0,61","0,04","0,03","14,30","0,80","0,23","0,07","2,39","0,91","0,11","10,00",,"2,90","50,00","15,00","15,00",,,,,,,,,,"0,74","1,10","0,64","72,00",USDA
2855,Ikan dan Kerang,Ikan ling dimasak panas kering,"73,88","111,00","24,35","0,82","1,79",,,,"44,00","0,83","81,00","254,00","486,00","173,00","1,00","0,14","0,04","46,80",,"0,13","0,23","2,80","0,37","0,35","8,00",,"0,65","115,00","35,00","35,00",,,,,,,,,,,,,"51,00",USDA
2856,Ikan dan Kerang,Ikan lingcod dimasak panas kering,"75,68","109,00","22,64","1,36","1,55",,,,"18,00","0,41","33,00","258,00","560,00","76,00","0,58","0,04","0,03","46,80",,"0,04","0,14","2,31","0,87","0,35","10,00",,"4,15","58,00","17,00","17,00",,,,,,,,,,"0,26","0,45","0,38","67,00",USDA
2857,Ikan dan Kerang,Ikan mahimahi dimasak panas kering,"71,22","109,00","23,72","0,90","2,69",,,,"19,00","1,45","38,00","183,00","533,00","113,00","0,59","0,05","0,02","46,80",,"0,02","0,09","7,43","0,87","0,46","6,00",,"0,69","208,00","62,00","62,00",,,,,,,,,,"0,24","0,16","0,21","94,00",USDA
2858,Ikan dan Kerang,Ikan makarel asin,"43,00","305,00","18,50","25,10","13,40",,,,"66,00","1,40","60,00","254,00","520,00","4.450,00","1,10","0,10",,"73,40",,"0,02","0,19","3,30",,"0,41","15,00","102,00","12,00","157,00","47,00","47,00",,,,,,"2,38","25,20","1.006,00","7,80","7,15","8,32","6,21","95,00",USDA
2859,Ikan dan Kerang,Ikan makarel Atlantik dimasak panas kering,"53,27","262,00","23,85","17,81","1,53",,,,"15,00","1,57","97,00","278,00","401,00","83,00","0,94","0,09","0,02","51,60","0,40","0,16","0,41","6,85","0,99","0,46","2,00",,"19,00","180,00","54,00","54,00",,,,,,,,,,"4,18","7,01","4,30","75,00",USDA
2860,Ikan dan Kerang,Ikan makarel jack kaleng padatan yang dikeringkan,"69,17","156,00","23,19","6,30","1,73",,,,"241,00","2,04","37,00","301,00","194,00","379,00","1,02","0,15","0,04","37,70","0,90","0,04","0,21","6,18","0,31","0,21","5,00","85,00","6,94","433,00","130,00","130,00",,,,,,"1,03","7,30","292,00","0,10","1,86","2,23","1,65","79,00",USDA
2861,Ikan dan Kerang,Ikan makarel Pasifik dan jack spesies campuran dimasak panas kering,"61,73","201,00","25,73","10,12","2,08",,,,"29,00","1,49","36,00","160,00","521,00","110,00","0,86","0,12","0,02","46,80","2,10","0,14","0,54","10,67","0,37","0,38","2,00","84,00","4,23","77,00","23,00","23,00",,,,,,"1,25","11,40","457,00","0,10","2,88","3,37","2,49","60,00",USDA
2862,Ikan dan Kerang,Ikan makarel raja dimasak panas kering,"69,04","134,00","26,00","2,56","1,64",,,,"40,00","2,28","41,00","318,00","558,00","203,00","0,72","0,03","0,01","46,80","1,60","0,12","0,58","10,46","0,97","0,51","9,00",,"18,00","839,00","252,00","252,00",,,,,,,,,,"0,47","0,98","0,59","68,00",USDA
2863,Ikan dan Kerang,Ikan makarel Spanyol dimasak panas kering,"68,46","158,00","23,59","6,32","1,53",,,,"13,00","0,74","38,00","271,00","554,00","66,00","0,62","0,07","0,01","40,60","1,60","0,13","0,21","5,00","0,87","0,46","1,00",,"7,00","109,00","33,00","33,00",,,,,,,,,,"1,80","2,14","1,81","73,00",USDA
2864,Ikan dan Kerang,Ikan mencium pelangi dimasak panas kering,"72,79","124,00","22,60","3,10","1,79",,,,"77,00","1,15","38,00","295,00","372,00","77,00","2,12","0,18","0,90","46,80",,"0,01","0,15","1,77","0,74","0,17","5,00",,"3,97","58,00","17,00","17,00",,,,,,,,,,"0,58","0,82","1,14","90,00",USDA
2865,Ikan dan Kerang,Ikan molamola biji labu kuning dimasak panas kering,"73,72","114,00","24,87","0,90","1,41",,,,"103,00","1,54","38,00","231,00","449,00","103,00","1,99","0,39","0,90","16,20","1,00","0,09","0,09","1,46","0,87","0,14","17,00",,"2,31","58,00","17,00","17,00",,,,,,,,,,"0,18","0,15","0,32","86,00",USDA
2866,Ikan dan Kerang,Ikan monkfish dimasak panas kering,"78,51","97,00","18,56","1,95","1,55",,,,"10,00","0,41","27,00","256,00","513,00","23,00","0,53","0,04","0,03","46,80","1,00","0,03","0,07","2,56","0,17","0,28","8,00",,"1,04","46,00","14,00","14,00",,,,,,,,,,,,,"32,00",USDA
2867,Ikan dan Kerang,Ikan nila dimasak panas kering,"71,59","128,00","26,15","2,65","1,14",,,,"14,00","0,69","34,00","204,00","380,00","56,00","0,41","0,08","0,04","54,40",,"0,09","0,07","4,75","0,66","0,12","6,00","51,00","1,86",,,,,,,,,"0,79","3,70","150,00","0,90","0,94","0,96","0,60","57,00",USDA
2868,Ikan dan Kerang,Ikan pengisap putih dimasak panas kering,"73,99","119,00","21,49","2,97","1,87",,,,"90,00","1,67","38,00","269,00","487,00","51,00","0,96","0,25","0,77","16,20",,"0,01","0,09","1,46","0,87","0,23","17,00",,"2,31","196,00","59,00","59,00",,,,,,,,,,"0,58","0,91","1,04","53,00",USDA
2869,Ikan dan Kerang,Ikan pipih (spesies flounder dan sole) dimasak panas kering,"81,11","86,00","15,24","2,37","1,49",,,,"25,00","0,23","22,00","309,00","197,00","363,00","0,39","0,02","0,02","32,60",,"0,03","0,03","1,28","0,23","0,12","6,00","80,00","1,31","37,00","12,00","12,00",,,,,,"0,77","3,50","139,00","0,10","0,54","0,66","0,46","56,00",USDA
2870,Ikan dan Kerang,Ikan pollock Alaska dimasak (sebelumnya tidak beku),"79,34","80,00","19,42","0,26","1,42",,,,"13,00","0,29","37,00","206,00","364,00","166,00","0,44","0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,"0,05","0,06","0,10","74,00",USDA
2871,Ikan dan Kerang,Ikan pollock Alaska dimasak panas kering (mungkin sebelumnya beku),"73,65","111,00","23,48","1,18","1,70",,,,"72,00","0,56","81,00","267,00","430,00","419,00","0,57","0,06","0,02","44,10",,"0,05","0,22","3,95","0,43","0,33","3,00","92,00","3,66","51,00","17,00","17,00",,,,,,"0,28","1,30","51,00","0,10","0,16","0,13","0,58","86,00",USDA
